codigo_estacao;data;hora;temp_inst;temp_max;temp_min;umid_inst;umid_max;umid_min;pto_orvalho_inst;pto_orvalho_max;pto_orvalho_min;pressao;pressao_max;pressao_min;vento_direcao;vento_vel; vento_rajada;radiacao;precipitacao
A753;01/07/2019;02;14,6;15,6;14,5;87;87;83;12,3;12,9;12,1;948,1;948,3;948,1;;;;-3,54;0,0
A753;01/07/2019;00;16,4;17,5;16,3;82;82;79;13,4;13,9;13,1;947,7;947,8;947,2;;;;-3,54;0,0
A753;01/07/2019;01;15,5;16,6;15,5;84;84;80;12,9;13,5;12,5;948,1;948,1;947,7;;;;-3,54;0,0
A753;01/07/2019;23;16,3;19,8;16,3;74;77;65;11,7;13,6;11,7;945,5;945,6;945,3;1,4;175;2,8;-3,54;0,0
A753;01/07/2019;22;19,8;21,7;19,6;65;65;59;13,1;13,6;12,7;945,5;945,5;945,3;0,9;50;2,0;-3,54;0,0
A753;01/07/2019;21;21,7;26,9;21,7;59;59;39;13,3;13,3;12,0;945,4;945,4;945,1;0,6;176;2,2;80,27;0,0
A753;01/07/2019;20;26,9;29,5;26,9;39;39;28;11,9;11,9;8,7;945,1;945,1;945,0;1,4;224;4,8;644,5;0,2
A753;01/07/2019;19;29,2;29,6;28,9;29;31;28;9,3;10,4;8,8;945,1;945,4;945,0;2,2;292;;1242,;1,2
A753;01/07/2019;18;29,2;29,5;28,6;30;32;29;10,0;10,7;9,4;945,4;946,1;945,4;;;;1725,;0,0
A753;01/07/2019;17;29,1;29,7;28,3;31;32;29;10,4;11,1;8,8;946,1;946,9;946,1;;;;2178,;0,0
A753;01/07/2019;16;28,5;29,3;27,6;32;34;30;10,2;11,1;9,2;946,9;948,4;946,9;;;;2323,;0,0
A753;01/07/2019;15;28,4;28,4;26,9;33;35;31;10,5;11,0;9,2;948,4;949,3;948,4;;;;2292,;0,0
A753;01/07/2019;14;27,6;27,7;25,2;34;45;33;10,2;12,6;9,7;949,3;949,8;949,3;;;;2046,;0,0
A753;01/07/2019;13;25,3;25,8;20,9;45;63;44;12,5;13,8;12,5;949,8;949,9;949,7;;;;1590,;0,0
A753;01/07/2019;12;20,9;20,9;15,5;61;83;61;13,0;14,0;12,6;949,7;949,7;948,9;;;;997,9;0,0
A753;01/07/2019;11;15,5;15,5;11,0;83;93;83;12,7;12,7;9,9;949,0;949,0;948,5;;;;276,0;0,0
A753;01/07/2019;10;11,0;11,6;11,0;92;93;91;9,9;10,2;9,7;948,5;948,5;948,1;;;;4,149;0,0
A753;01/07/2019;09;11,6;12,8;11,6;91;91;88;10,2;10,9;10,2;948,0;948,1;947,7;;;;-3,54;0,0
A753;01/07/2019;08;12,8;13,3;12,8;88;88;86;10,8;11,4;10,7;947,7;947,7;947,4;;;;-3,54;0,0
A753;01/07/2019;07;13,0;14,2;13,0;87;87;83;10,8;11,5;10,7;947,5;947,5;947,4;;;;-3,54;0,0
A753;01/07/2019;06;13,9;14,1;13,3;84;86;83;11,2;11,6;10,8;947,5;947,5;947,3;;;;-3,54;0,0
A753;01/07/2019;05;14,0;14,0;13,2;86;88;86;11,7;11,7;11,1;947,4;947,9;947,4;;;;-3,54;0,0
A753;01/07/2019;04;13,5;14,2;13,5;86;87;85;11,2;12,0;11,1;947,8;947,9;947,7;;;;-3,54;0,0
A753;01/07/2019;03;14,0;14,6;13,8;87;88;86;11,9;12,4;11,7;947,9;948,2;947,9;;;;-3,54;0,0
A753;02/07/2019;05;12,1;12,4;11,8;87;89;87;10,0;10,5;9,9;944,7;945,0;944,6;1,5;171;2,1;-3,54;0,0
A753;02/07/2019;23;17,0;18,7;17,0;75;75;68;12,5;12,9;12,2;941,4;941,4;941,0;1,0;144;1,8;-3,54;0,0
A753;02/07/2019;22;18,7;22,0;18,7;68;70;55;12,5;13,4;12,2;941,0;941,0;940,8;0,9;145;1,6;-3,54;0,0
A753;02/07/2019;21;22,0;26,8;22,0;55;55;35;12,4;12,4;10,2;940,8;940,8;940,4;0,5;184;3,1;54,10;0,0
A753;02/07/2019;20;26,8;29,2;26,8;35;35;29;10,2;10,4;8,9;940,4;940,4;940,0;2,2;261;5,0;552,2;0,0
A753;02/07/2019;19;28,9;29,4;28,7;30;31;26;9,7;10,3;7,8;940,1;940,4;940,1;1,5;301;6,8;1053,;0,0
A753;02/07/2019;18;28,9;30,0;28,8;28;30;27;8,7;10,0;8,1;940,4;941,1;940,4;2,7;309;7,6;1795,;0,0
A753;02/07/2019;17;29,4;30,0;28,7;29;32;28;9,3;10,5;9,0;941,1;942,3;941,1;2,6;309;7,6;2291,;0,0
A753;02/07/2019;16;29,1;29,1;27,9;32;35;29;10,5;11,1;9,1;942,3;943,3;942,3;3,0;307;7,9;2461,;0,0
A753;02/07/2019;15;28,1;28,4;26,6;34;40;32;10,9;11,9;9,7;943,3;943,9;943,3;2,8;323;7,5;2454,;0,0
A753;02/07/2019;14;26,7;26,9;24,8;38;46;38;11,3;12,7;11,0;943,8;944,4;943,8;2,8;318;6,1;2111,;0,0
A753;02/07/2019;13;24,8;24,9;19,8;46;68;44;12,3;13,9;11,8;944,3;944,4;944,2;2,1;334;4,6;1544,;0,0
A753;02/07/2019;12;19,8;19,8;13,4;68;85;66;13,6;13,7;10,7;944,4;944,4;944,0;0,9;141;2,6;979,6;0,0
A753;02/07/2019;11;13,4;13,5;11,1;84;89;84;10,7;11,0;9,3;944,0;944,3;943,7;1,8;183;2,5;230,4;0,0
A753;02/07/2019;10;11,2;11,6;10,5;88;91;88;9,3;9,8;8,7;944,1;944,2;943,6;1,1;176;2,2;7,933;0,0
A753;02/07/2019;09;10,7;10,9;10,3;91;92;90;9,3;9,5;8,7;943,6;943,8;943,6;1,0;191;2,0;-3,54;0,0
A753;02/07/2019;08;10,6;11,2;10,3;91;91;89;9,2;9,6;8,6;943,6;943,8;943,6;0,9;177;1,8;-3,54;0,0
A753;02/07/2019;07;11,0;12,0;10,9;90;90;87;9,4;10,0;9,1;943,6;943,8;943,6;0,9;181;2,2;-3,54;0,0
A753;02/07/2019;06;11,9;12,1;11,0;88;90;87;10,1;10,1;9,3;943,8;944,7;943,8;1,6;179;2,2;-3,54;0,0
A753;02/07/2019;04;12,2;12,9;12,0;88;89;86;10,3;10,7;10,0;945,1;945,6;945,1;1,4;180;2,1;-3,54;0,0
A753;02/07/2019;03;12,8;13,5;12,7;87;87;85;10,6;11,1;10,5;945,6;945,8;945,5;1,6;172;2,1;-3,54;0,0
A753;02/07/2019;02;13,5;14,2;13,5;85;87;84;11,0;11,7;10,8;945,8;945,9;945,8;1,2;170;2,1;-3,54;0,0
A753;02/07/2019;01;13,9;15,1;13,9;84;85;81;11,3;12,1;11,3;945,8;945,9;945,6;1,2;165;2,2;-3,54;0,0
A753;02/07/2019;00;15,1;16,3;14,9;81;82;74;11,9;12,6;11,4;945,7;945,7;945,3;1,3;151;3,2;-3,54;0,0
A753;03/07/2019;05;13,6;14,0;13,4;80;82;79;10,2;10,7;10,0;941,5;941,7;941,5;1,0;176;2,2;-3,54;0,0
A753;03/07/2019;01;15,5;16,0;15,5;78;80;77;11,7;12,4;11,7;941,7;941,7;941,3;1,2;183;2,1;-3,54;0,0
A753;03/07/2019;00;15,8;17,0;15,3;80;81;75;12,4;12,7;11,8;941,4;941,4;941,3;1,2;164;1,9;-3,54;0,0
A753;03/07/2019;04;13,4;14,1;13,3;82;83;80;10,4;10,9;10,2;941,7;942,1;941,7;1,2;168;2,1;-3,54;0,0
A753;03/07/2019;03;14,0;14,9;13,9;81;82;79;10,8;11,5;10,7;942,1;942,2;942,0;1,4;184;1,9;-3,54;0,0
A753;03/07/2019;23;17,8;19,9;17,7;70;71;61;12,3;12,8;11,8;942,0;942,0;941,4;1,0;155;1,8;-3,54;0,0
A753;03/07/2019;22;19,9;23,2;19,4;62;63;47;12,4;12,4;11,3;941,4;941,4;940,7;1,0;77;1,5;-3,54;0,0
A753;03/07/2019;21;23,2;28,0;23,2;47;47;32;11,4;11,7;9,6;940,7;940,8;940,4;0,7;255;4,3;86,18;0,0
A753;03/07/2019;20;28,0;28,9;28,0;32;32;29;9,7;9,9;8,9;940,4;940,4;940,0;1,9;310;7,1;672,9;0,0
A753;03/07/2019;19;28,8;29,5;28,6;29;31;28;9,0;10,0;8,8;940,1;940,7;940,1;3,4;302;8,6;1274,;0,0
A753;03/07/2019;18;29,1;29,9;27,9;29;33;28;9,1;11,1;9,0;940,7;941,4;940,7;3,6;261;8,7;1557,;0,0
A753;03/07/2019;17;29,4;30,0;28,0;29;33;27;9,4;10,7;8,7;941,4;942,0;941,3;4,2;271;9,5;2320,;0,0
A753;03/07/2019;16;29,1;29,7;28,0;30;34;29;9,5;11,1;8,9;942,0;943,1;942,0;3,7;261;9,1;2436,;0,0
A753;03/07/2019;14;26,7;27,4;24,2;39;44;38;11,7;12,3;10,9;944,1;944,5;944,1;2,6;297;8,1;2088,;0,0
A753;03/07/2019;15;28,2;28,9;26,4;33;41;32;10,3;12,3;10,1;943,1;944,1;943,1;4,5;261;9,1;2469,;0,0
A753;03/07/2019;13;24,2;24,6;20,0;44;65;43;11,0;13,8;10,8;944,4;944,5;944,2;3,7;302;7,1;1495,;0,0
A753;03/07/2019;12;20,0;20,2;15,3;64;82;63;13,1;14,1;12,0;944,4;944,4;943,8;0,5;120;1,7;675,2;0,0
A753;03/07/2019;11;15,3;15,3;13,1;82;87;81;12,3;12,3;10,7;943,8;943,8;942,9;0,6;189;2,6;182,4;0,0
A753;03/07/2019;10;13,1;13,1;12,3;85;86;84;10,7;10,7;9,6;942,9;942,9;942,4;0,6;161;1,9;4,265;0,0
A753;03/07/2019;09;12,5;13,3;12,4;84;84;81;9,8;10,2;9,6;942,4;942,4;941,9;1,2;178;1,9;-3,54;0,0
A753;03/07/2019;08;13,2;13,8;13,0;82;82;79;10,1;10,2;9,8;941,9;941,9;941,5;1,3;181;2,0;-3,54;0,0
A753;03/07/2019;02;14,4;15,5;14,4;80;80;78;11,1;11,9;11,0;942,2;942,2;941,7;0,9;181;1,9;-3,54;0,0
A753;03/07/2019;07;13,8;13,9;13,1;79;82;79;10,2;10,4;9,8;941,5;941,7;941,5;1,1;167;2,0;-3,54;0,0
A753;03/07/2019;06;13,3;13,8;13,2;80;81;79;10,0;10,5;9,8;941,5;941,6;941,5;1,2;177;2,0;-3,54;0,0
A753;04/07/2019;14;25,6;25,6;23,2;42;48;41;11,9;12,4;11,0;944,2;944,7;944,2;1,6;283;4,5;1724,;0,0
A753;04/07/2019;23;17,5;17,7;17,5;94;94;94;16,5;16,6;16,5;946,0;946,0;945,6;0,6;121;2,1;-1,82;0,8
A753;04/07/2019;22;17,6;17,9;17,6;94;94;92;16,6;16,7;16,5;945,6;945,7;945,4;1,1;24;1,9;-2,52;0,4
A753;04/07/2019;21;17,9;18,7;17,9;92;92;87;16,5;16,6;16,4;945,5;945,6;945,0;1,0;351;6,7;5,618;2,6
A753;04/07/2019;20;18,6;19,6;18,6;88;88;81;16,6;16,7;16,3;945,1;945,1;944,1;1,8;207;7,6;48,70;0,6
A753;04/07/2019;19;19,6;24,1;19,6;81;82;51;16,3;16,5;13,2;944,1;944,2;943,5;4,2;207;10,3;164,7;0,2
A753;04/07/2019;18;24,1;26,7;24,1;51;51;41;13,2;13,2;12,3;943,6;943,6;943,0;6,2;254;12,0;382,3;0,0
A753;04/07/2019;17;26,3;27,3;26,3;41;43;40;12,2;13,2;11,7;943,0;943,2;942,9;4,3;265;7,4;1031,;0,0
A753;04/07/2019;16;26,5;26,9;25,9;42;42;39;12,4;12,5;11,5;943,2;943,7;943,2;3,1;274;7,0;1174,;0,0
A753;04/07/2019;15;26,3;27,7;25,0;41;44;38;11,8;12,4;11,3;943,7;944,3;943,7;2,2;287;6,6;2142,;0,0
A753;04/07/2019;13;23,6;24,2;23,0;47;49;43;11,4;12,1;10,5;944,6;944,8;944,4;2,7;261;5,6;1477,;0,0
A753;04/07/2019;12;23,1;23,1;17,0;48;75;47;11,6;14,8;11,1;944,5;944,5;943,7;1,4;315;3,6;1007,;0,0
A753;04/07/2019;10;11,8;12,4;11,6;89;89;86;10,0;10,2;9,7;943,0;943,0;942,3;0,4;84;2,0;3,270;0,0
A753;04/07/2019;11;16,9;16,9;11,8;74;90;74;12,4;12,8;9,9;943,7;943,7;943,0;0,4;187;1,2;329,6;0,0
A753;04/07/2019;09;12,0;12,8;11,8;86;87;84;9,8;10,3;9,4;942,3;942,5;942,2;1,0;185;2,0;-3,54;0,0
A753;04/07/2019;08;12,6;13,3;12,6;85;85;82;10,1;10,4;10,0;942,5;942,5;942,2;0,9;163;1,7;-3,53;0,0
A753;04/07/2019;07;12,9;13,4;12,9;83;83;81;10,1;10,4;9,9;942,3;942,4;942,1;1,2;178;1,7;-3,54;0,0
A753;04/07/2019;06;13,1;14,0;13,1;82;84;80;10,1;10,9;10,1;942,3;942,5;942,3;1,3;178;1,7;-3,46;0,0
A753;04/07/2019;05;13,5;14,3;13,4;83;84;81;10,7;11,3;10,5;942,4;942,6;942,4;1,0;172;2,0;-3,54;0,0
A753;04/07/2019;04;14,0;14,8;13,9;82;82;79;11,0;11,5;10,8;942,6;942,7;942,5;1,0;174;2,1;-3,54;0,0
A753;04/07/2019;03;14,4;15,5;14,3;81;81;78;11,3;11,8;11,0;942,6;942,8;942,6;1,1;174;1,9;-3,54;0,0
A753;04/07/2019;02;15,3;16,4;15,3;79;79;76;11,7;12,0;11,4;942,7;942,8;942,7;1,2;177;1,9;-3,54;0,0
A753;04/07/2019;01;16,4;17,2;16,2;76;76;73;12,0;12,6;11,9;942,7;942,7;942,4;1,0;172;1,9;-3,54;0,0
A753;04/07/2019;00;16,9;17,8;16,7;75;75;70;12,5;12,5;12,0;942,4;942,4;942,0;1,0;157;1,6;-3,53;0,0
A753;05/07/2019;02;17,6;17,6;17,3;94;95;94;16,7;16,8;16,5;944,9;945,4;944,9;1,2;44;3,2;-0,66;0,0
A753;05/07/2019;00;17,5;17,8;17,4;94;94;93;16,5;16,8;16,4;946,0;946,0;945,7;0,4;66;1,9;-2,04;0,8
A753;05/07/2019;01;17,4;17,5;17,4;95;95;94;16,5;16,7;16,5;945,4;946,1;945,4;0,9;56;2,0;-0,84;0,8
A753;05/07/2019;23;17,8;18,3;17,8;87;87;84;15,6;15,8;15,5;948,6;948,6;948,1;3,4;211;4,9;-1,73;0,0
A753;05/07/2019;22;18,3;18,6;18,3;85;85;83;15,8;15,9;15,7;948,1;948,1;948,0;1,5;232;3,5;-2,00;0,0
A753;05/07/2019;21;18,7;19,9;18,7;83;84;79;15,8;16,4;15,8;948,0;948,0;947,2;1,8;221;3,0;63,48;0,0
A753;05/07/2019;20;19,8;20,2;19,7;81;82;80;16,5;16,7;16,3;947,2;947,3;947,0;1,6;226;6,0;145,9;0,0
A753;05/07/2019;19;20,2;21,2;20,2;80;82;76;16,7;17,2;16,4;947,1;947,2;947,0;2,3;240;9,2;238,6;0,0
A753;05/07/2019;18;21,1;22,1;20,9;78;81;75;17,1;18,2;16,8;947,0;947,1;946,9;4,3;257;9,4;1023,;0,0
A753;05/07/2019;17;21,2;21,5;20,2;78;87;78;17,2;18,3;17,2;947,0;947,5;947,0;4,1;252;7,6;860,7;0,0
A753;05/07/2019;16;20,3;20,6;19,9;85;90;85;17,8;18,6;17,8;947,4;947,5;947,4;2,9;234;7,8;630,7;0,0
A753;05/07/2019;15;19,9;19,9;18,9;90;92;90;18,2;18,4;17,6;947,5;947,7;947,5;4,5;257;8,6;330,5;0,0
A753;05/07/2019;14;19,0;19,1;18,1;92;93;91;17,6;17,8;17,0;947,7;947,7;947,4;1,1;310;6,0;465,2;0,4
A753;05/07/2019;13;18,0;18,4;17,9;93;94;92;17,0;17,1;16,7;947,7;947,8;947,3;1,5;286;4,5;224,7;2,8
A753;05/07/2019;12;17,9;18,0;17,2;94;96;94;16,9;17,3;16,6;947,6;947,6;946,3;0,8;320;1,9;110,1;0,8
A753;05/07/2019;11;17,2;17,2;16,7;96;96;96;16,6;16,6;16,0;946,3;946,5;945,7;0,7;124;1,7;71,88;0,0
A753;05/07/2019;10;16,7;16,8;16,5;96;96;96;16,0;16,2;15,9;945,7;945,8;945,0;0,5;32;1,2;1,386;0,0
A753;05/07/2019;09;16,6;16,8;16,4;96;96;96;15,9;16,1;15,7;945,0;945,0;944,3;0,3;313;1,8;-2,83;0,0
A753;05/07/2019;08;16,7;16,7;16,5;96;96;96;16,0;16,0;15,8;944,6;944,6;944,2;0,7;207;2,1;-1,98;0,0
A753;05/07/2019;07;16,7;17,0;16,7;96;96;95;16,0;16,2;16,0;944,2;944,7;944,2;0,5;159;2,0;-1,74;0,0
A753;05/07/2019;06;17,0;17,5;16,8;95;96;95;16,2;16,8;16,1;944,7;945,4;944,7;0,9;30;8,5;-1,64;0,0
A753;05/07/2019;05;17,0;17,1;16,7;96;96;95;16,2;16,2;15,9;944,7;944,7;944,4;0,7;187;2,0;-1,16;0,0
A753;05/07/2019;04;16,8;17,8;16,6;95;95;93;15,9;16,6;15,7;944,4;944,7;944,3;1,0;226;2,1;-2,35;0,0
A753;05/07/2019;03;17,7;18,0;17,6;93;94;92;16,5;16,8;16,5;944,7;945,0;944,6;1,1;110;3,4;-1,84;0,0
A753;06/07/2019;05;15,0;15,2;14,9;93;93;92;13,8;13,9;13,7;949,8;949,9;949,8;0,5;92;1,5;-2,79;0,0
A753;06/07/2019;23;8,6;9,5;8,4;80;83;77;5,4;5,8;5,2;952,0;952,0;951,5;1,0;109;2,5;-3,54;0,0
A753;06/07/2019;22;9,5;13,1;9,5;77;77;56;5,6;5,7;4,5;951,5;951,5;951,3;1,9;176;2,9;-3,54;0,0
A753;06/07/2019;21;13,1;17,1;13,1;56;57;41;4,6;4,8;3,5;951,4;951,4;951,2;1,6;209;5,1;90,96;0,0
A753;06/07/2019;20;17,1;18,7;17,1;42;42;35;3,9;4,6;2,7;951,2;951,2;950,9;2,8;196;6,7;705,7;0,0
A753;06/07/2019;19;18,5;19,7;18,4;37;38;32;3,3;4,4;2,0;950,9;950,9;950,6;3,7;186;6,7;1381,;0,0
A753;06/07/2019;18;19,4;19,8;18,5;35;41;33;3,7;5,5;2,6;950,7;950,9;950,7;2,8;230;6,4;2088,;0,0
A753;06/07/2019;17;19,0;19,7;18,1;37;49;35;4,1;7,2;3,5;950,9;951,5;950,9;2,1;227;5,5;2445,;0,0
A753;06/07/2019;16;18,8;18,8;16,8;45;53;45;6,7;8,0;5,4;951,5;952,3;951,5;1,8;210;4,7;2576,;0,0
A753;06/07/2019;15;17,1;17,3;15,3;51;65;45;7,0;9,0;5,1;952,3;952,6;952,3;1,9;203;5,2;2578,;0,0
A753;06/07/2019;14;15,3;15,5;13,6;64;73;60;8,7;9,7;7,1;952,6;952,7;952,3;2,5;186;4,7;2285,;0,0
A753;06/07/2019;13;13,6;13,8;11,3;71;80;68;8,5;9,0;7,7;952,4;952,5;952,1;2,3;170;4,5;1742,;0,0
A753;06/07/2019;12;11,3;11,6;9,7;80;86;78;7,9;8,6;7,2;952,1;952,1;951,5;2,2;168;4,2;1060,;0,0
A753;06/07/2019;11;9,7;10,2;9,7;85;89;84;7,2;8,3;7,2;951,5;951,5;950,8;1,2;177;3,1;180,1;0,0
A753;06/07/2019;10;10,2;11,9;10,1;88;88;80;8,4;8,8;8,0;950,8;950,8;950,1;1,5;167;3,1;2,186;0,0
A753;06/07/2019;09;11,6;13,0;11,4;83;83;76;8,7;9,1;8,3;950,1;950,1;949,9;1,5;22;8,6;-3,52;0,0
A753;06/07/2019;08;13,0;14,5;13,0;78;89;78;9,2;12,6;9,2;950,0;950,0;949,4;4,7;179;7,8;-3,22;0,0
A753;06/07/2019;07;14,4;14,7;14,3;89;94;88;12,6;13,6;12,5;949,5;949,7;949,4;3,5;169;5,1;-2,91;0,0
A753;06/07/2019;06;14,6;15,0;14,5;94;94;93;13,6;13,8;13,5;949,6;949,8;949,5;0,9;186;1,6;-2,83;0,0
A753;06/07/2019;03;15,4;15,8;15,4;92;92;91;14,0;14,4;14,0;950,1;950,2;950,1;1,5;164;2,6;-3,33;0,0
A753;06/07/2019;04;15,1;15,4;15,1;93;93;92;13,9;14,0;13,8;949,9;950,1;949,7;0,6;93;2,4;-3,21;0,0
A753;06/07/2019;02;15,8;16,3;15,8;92;92;90;14,4;14,8;14,4;950,1;950,1;949,8;1,7;177;3,5;-2,50;0,0
A753;06/07/2019;01;16,3;17,3;16,3;90;90;85;14,6;15,1;14,6;949,8;949,9;949,5;2,2;169;5,4;-1,74;0,0
A753;06/07/2019;00;17,3;17,8;17,3;87;89;87;15,2;15,6;15,2;949,5;949,5;948,6;3,2;176;5,4;-2,46;0,0
A753;07/07/2019;08;1,9;1,9;1,2;94;94;92;1,1;1,1;0,3;952,1;952,2;952,0;0,6;149;2,8;-3,54;0,0
A753;07/07/2019;03;3,9;4,7;3,6;94;94;91;3,0;3,6;2,5;952,6;952,8;952,6;1,0;141;2,1;-3,54;0,0
